Partner;Dependents;tenure;PhoneService;InternetService;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;Date;Treatment
Yes;Yes;71;Yes;No;Two year;No;Mailed check; 19,45;1378,45;0;2014-06-17;1
No;No; 1;Yes;DSL;Month-to-month;No;Mailed check; 45,95;  45,95;1;2020-03-17;1
No;No;52;No;DSL;Month-to-month;Yes;Electronic check; 50,50;2566,30;0;2016-01-08;0
Yes;No; 6;Yes;No;One year;No;Mailed check; 25,10; 171,00;0;2019-10-19;0
Yes;No;26;Yes;DSL;One year;No;Mailed check; 60,70;1597,40;0;2018-02-26;0
No;No;48;Yes;Fiber optic;One year;Yes;Electronic check; 99,00;4744,35;0;2016-05-07;0
Yes;Yes;64;Yes;Fiber optic;One year;Yes;Automatic;104,40;6721,60;0;2015-01-13;0
No;No; 3;Yes;Fiber optic;Month-to-month;No;Electronic check; 83,75; 247,25;1;2020-01-17;1
No;No; 1;Yes;DSL;Month-to-month;Yes;Automatic; 44,05;  44,05;0;2020-03-17;1
Yes;Yes;72;Yes;No;Two year;No;Automatic; 24,10;1734,65;0;2014-05-18;0
No;No; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 45,55;  45,55;0;2020-03-17;0
Yes;Yes;51;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 93,80;4539,35;0;2016-02-07;0
Yes;Yes;41;Yes;No;Two year;No;Automatic; 19,70; 804,25;0;2016-12-03;1
Yes;Yes;72;Yes;DSL;Two year;Yes;Automatic; 70,65;5011,15;0;2014-05-18;0
Yes;No;43;Yes;DSL;Two year;No;Automatic; 86,45;3574,50;0;2016-10-04;1
Yes;No;72;Yes;Fiber optic;Two year;Yes;Automatic;114,10;8086,40;0;2014-05-18;1
Yes;No;47;Yes;Fiber optic;One year;Yes;Automatic; 95,20;4563,00;0;2016-06-06;0
No;No;72;Yes;DSL;Two year;No;Automatic; 88,55;6362,35;0;2014-05-18;1
No;No; 3;Yes;No;Month-to-month;Yes;Automatic; 20,75;  67,10;0;2020-01-17;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 70,05;  70,05;1;2020-03-17;1
No;No; 2;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 86,00; 165,45;1;2020-02-16;0
No;No;26;No;DSL;Month-to-month;Yes;Automatic; 44,65;1156,55;0;2018-02-26;0
Yes;Yes;29;Yes;DSL;Month-to-month;Yes;Mailed check; 60,20;1834,15;0;2017-11-28;0
Yes;No;35;Yes;Fiber optic;Month-to-month;Yes;Automatic;100,50;3653,35;1;2017-06-01;1
No;No;27;Yes;DSL;One year;No;Automatic; 55,45;1477,65;0;2018-01-27;0
Yes;Yes;24;Yes;DSL;Month-to-month;Yes;Automatic; 70,30;1706,45;0;2018-04-27;0
Yes;Yes;67;Yes;DSL;Two year;Yes;Automatic; 60,40;3953,70;0;2014-10-15;1
No;No;16;Yes;Fiber optic;Month-to-month;No;Electronic check; 72,65;1194,30;1;2018-12-23;0
No;No;23;Yes;DSL;One year;No;Automatic; 55,80;1327,85;0;2018-05-27;1
No;No;14;No;DSL;Month-to-month;Yes;Mailed check; 31,10; 419,70;0;2019-02-21;1
Yes;Yes; 1;Yes;No;Month-to-month;Yes;Electronic check; 21,00;  21,00;1;2020-03-17;0
No;No; 1;Yes;DSL;Month-to-month;No;Mailed check; 45,10;  45,10;1;2020-03-17;1
No;No; 4;No;DSL;Month-to-month;Yes;Automatic; 50,95; 207,35;0;2019-12-18;1
No;Yes;16;Yes;DSL;Month-to-month;Yes;Electronic check; 69,10;1083,70;0;2018-12-23;0
Yes;No;46;No;DSL;Month-to-month;Yes;Electronic check; 43,95;2007,85;0;2016-07-06;1
No;Yes;68;Yes;DSL;Two year;Yes;Automatic; 86,50;5882,75;0;2014-09-15;0
No;No;38;Yes;DSL;Month-to-month;No;Electronic check; 69,95;2657,55;0;2017-03-03;1
Yes;No;30;Yes;DSL;Month-to-month;Yes;Automatic; 50,40;1527,50;1;2017-10-29;0
No;No; 5;Yes;Fiber optic;Month-to-month;No;Electronic check; 78,95; 378,40;1;2019-11-18;0
No;No;17;Yes;Fiber optic;Month-to-month;Yes;Automatic; 90,95;1612,20;0;2018-11-23;0
Yes;Yes; 4;Yes;No;Two year;No;Mailed check; 19,90;  76,65;0;2019-12-18;0
No;No;12;Yes;No;One year;No;Electronic check; 20,15; 260,70;0;2019-04-22;0
Yes;Yes;72;Yes;DSL;Two year;Yes;Automatic; 90,60;6441,85;0;2014-05-18;0
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 92,00; 266,80;0;2020-01-17;0
No;No;56;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,45;5124,60;1;2015-09-10;0
No;No;41;Yes;No;One year;Yes;Mailed check; 24,85; 962,25;0;2016-12-03;0
No;No;40;No;DSL;One year;No;Automatic; 36,00;1382,90;0;2017-01-02;1
No;No; 7;Yes;DSL;Month-to-month;Yes;Electronic check; 78,50; 571,05;0;2019-09-19;1
No;No;69;Yes;No;Two year;No;Automatic; 19,95;1399,35;0;2014-08-16;0
Yes;Yes; 7;Yes;No;One year;No;Mailed check; 20,65; 150,00;0;2019-09-19;1
Yes;Yes; 5;No;DSL;Month-to-month;Yes;Electronic check; 30,50; 167,20;0;2019-11-18;0
Yes;Yes;72;Yes;Fiber optic;Two year;No;Automatic;106,10;7657,40;0;2014-05-18;0
Yes;Yes;44;Yes;No;One year;Yes;Automatic; 20,50; 865,05;0;2016-09-04;1
No;No;65;Yes;Fiber optic;One year;Yes;Electronic check; 95,50;6153,85;0;2014-12-14;0
No;No; 3;Yes;DSL;Month-to-month;No;Electronic check; 64,60; 174,20;0;2020-01-17;0
No;No;24;Yes;DSL;Month-to-month;Yes;Automatic; 51,10;1269,60;0;2018-04-27;1
No;No;44;Yes;Fiber optic;Month-to-month;Yes;Automatic; 84,80;3862,55;1;2016-09-04;0
Yes;No;72;Yes;DSL;Two year;No;Automatic; 89,10;6352,40;0;2014-05-18;0
No;No;24;Yes;DSL;Month-to-month;No;Electronic check; 54,95;1348,50;0;2018-04-27;1
No;No; 1;Yes;DSL;Month-to-month;No;Mailed check; 50,90;  50,90;1;2020-03-17;1
Yes;No;22;Yes;No;Month-to-month;Yes;Automatic; 20,45; 471,55;0;2018-06-26;0
Yes;Yes;70;Yes;DSL;Two year;Yes;Automatic; 85,95;5931,75;0;2014-07-17;0
Yes;Yes;25;Yes;DSL;Month-to-month;No;Electronic check; 60,35;1404,65;0;2018-03-28;0
Yes;Yes;37;Yes;No;Two year;No;Automatic; 19,80; 726,10;0;2017-04-02;0
Yes;Yes;22;Yes;Fiber optic;Month-to-month;No;Automatic; 85,35;1961,60;0;2018-06-26;0
Yes;Yes;59;Yes;DSL;Two year;Yes;Automatic; 72,10;4194,85;0;2015-06-12;1
Yes;Yes;49;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 99,80;4872,45;1;2016-04-07;1
Yes;Yes;47;Yes;Fiber optic;Month-to-month;Yes;Automatic;107,35;5118,95;1;2016-06-06;1
Yes;Yes;31;Yes;No;Month-to-month;Yes;Mailed check; 19,55; 658,95;1;2017-09-29;1
Yes;Yes; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 81,05;  81,05;0;2020-03-17;1
No;No; 3;Yes;No;Month-to-month;Yes;Electronic check; 20,50;  76,95;0;2020-01-17;1
Yes;No;53;Yes;Fiber optic;One year;Yes;Automatic;111,80;5809,75;0;2015-12-09;1
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,20;  20,20;0;2020-03-17;0
No;No;20;Yes;No;One year;Yes;Mailed check; 19,70; 415,90;0;2018-08-25;0
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,10; 246,50;1;2020-01-17;1
No;No;51;Yes;No;One year;Yes;Automatic; 19,85; 996,95;0;2016-02-07;1
Yes;No;51;Yes;DSL;One year;Yes;Automatic; 60,50;3145,15;0;2016-02-07;0
Yes;Yes;13;Yes;No;Two year;No;Mailed check; 19,55; 265,30;0;2019-03-23;0
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,90;  20,90;0;2020-03-17;1
No;Yes; 1;Yes;No;Month-to-month;Yes;Mailed check; 21,05;  21,05;0;2020-03-17;1
No;No;63;Yes;DSL;One year;No;Electronic check; 71,50;4576,30;0;2015-02-12;0
No;No; 3;Yes;DSL;Month-to-month;No;Mailed check; 54,65; 189,10;0;2020-01-17;1
No;No;46;Yes;No;Two year;No;Automatic; 19,20; 908,15;0;2016-07-06;0
No;No; 1;Yes;DSL;Month-to-month;Yes;Automatic; 49,80;  49,80;0;2020-03-17;0
No;Yes; 8;No;DSL;Month-to-month;No;Mailed check; 25,50; 215,20;1;2019-08-20;0
Yes;Yes;71;Yes;No;Two year;No;Automatic; 20,50;1500,95;0;2014-06-17;1
Yes;Yes;55;Yes;Fiber optic;Month-to-month;Yes;Automatic; 90,40;5099,15;0;2015-10-10;0
No;No;70;Yes;Fiber optic;One year;Yes;Automatic; 90,25;6385,95;0;2014-07-17;1
No;No; 2;Yes;Fiber optic;Month-to-month;No;Electronic check; 80,75; 159,45;1;2020-02-16;0
Yes;Yes;67;Yes;Fiber optic;Two year;No;Automatic;104,60;6885,75;0;2014-10-15;1
Yes;No;65;Yes;Fiber optic;Month-to-month;Yes;Automatic; 91,85;5940,85;1;2014-12-14;1
Yes;No;14;Yes;DSL;Month-to-month;No;Automatic; 50,20; 668,85;0;2019-02-21;1
Yes;Yes;20;Yes;Fiber optic;Month-to-month;Yes;Automatic; 95,50;1916,20;0;2018-08-25;0
No;Yes; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 75,35;  75,35;1;2020-03-17;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 75,45;  75,45;1;2020-03-17;0
Yes;Yes;49;Yes;Fiber optic;Month-to-month;Yes;Automatic; 95,40;4613,95;0;2016-04-07;1
No;No;72;Yes;Fiber optic;Two year;Yes;Automatic;101,30;7261,25;0;2014-05-18;0
Yes;No;46;Yes;DSL;Month-to-month;No;Electronic check; 53,10;2459,80;0;2016-07-06;1
No;No;24;Yes;Fiber optic;Month-to-month;Yes;Automatic; 84,85;2048,80;0;2018-04-27;0
Yes;Yes; 5;No;DSL;Month-to-month;No;Electronic check; 34,25; 163,55;0;2019-11-18;0
Yes;Yes;33;Yes;Fiber optic;Month-to-month;No;Automatic; 88,60;2888,70;0;2017-07-31;0
No;No;42;Yes;DSL;One year;Yes;Automatic; 60,15;2421,60;0;2016-11-03;1
No;No;23;Yes;Fiber optic;One year;Yes;Automatic; 99,95;2292,75;0;2018-05-27;1
No;No; 8;Yes;Fiber optic;Month-to-month;No;Automatic; 70,70; 553,40;0;2019-08-20;1
No;No;66;Yes;DSL;One year;Yes;Mailed check; 54,80;3465,70;0;2014-11-14;0
No;No;24;Yes;DSL;Month-to-month;Yes;Automatic; 49,55;1210,40;1;2018-04-27;1
No;No;24;Yes;DSL;Month-to-month;No;Automatic; 54,80;1291,30;0;2018-04-27;0
No;No;69;Yes;DSL;One year;Yes;Automatic; 78,60;5356,45;1;2014-08-16;0
No;No;53;Yes;Fiber optic;One year;Yes;Mailed check;100,30;5200,80;0;2015-12-09;0
No;No;60;No;DSL;Two year;No;Electronic check; 53,60;3237,05;0;2015-05-13;1
Yes;No; 7;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 81,10; 576,65;1;2019-09-19;0
No;No;20;Yes;No;One year;Yes;Automatic; 19,35; 433,75;0;2018-08-25;0
Yes;Yes;23;Yes;Fiber optic;Month-to-month;No;Electronic check; 85,60;1868,40;0;2018-05-27;1
Yes;Yes;72;Yes;DSL;Two year;Yes;Electronic check; 80,80;5728,55;0;2014-05-18;0
Yes;No;11;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,95; 825,70;1;2019-05-22;0
No;No;21;Yes;No;Two year;No;Mailed check; 19,60; 390,40;0;2018-07-26;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 93,55;  93,55;1;2020-03-17;1
No;No;31;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 90,70;2845,15;0;2017-09-29;0
No;No;57;Yes;DSL;Two year;No;Mailed check; 69,75;3894,40;0;2015-08-11;1
Yes;Yes;45;Yes;No;Two year;Yes;Automatic; 20,00; 886,40;0;2016-08-05;0
No;No;10;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 95,25;1021,55;0;2019-06-21;0
Yes;No;58;Yes;Fiber optic;Month-to-month;Yes;Automatic;102,10;5885,40;1;2015-07-12;1
No;Yes;14;Yes;No;Month-to-month;No;Mailed check; 19,95; 268,40;0;2019-02-21;0
Yes;No;27;Yes;DSL;One year;No;Mailed check; 80,85;2204,35;0;2018-01-27;0
Yes;Yes;14;Yes;Fiber optic;Month-to-month;Yes;Automatic; 90,90;1259,00;1;2019-02-21;1
Yes;Yes;12;No;DSL;Month-to-month;No;Mailed check; 29,20; 309,10;1;2019-04-22;0
Yes;Yes;69;Yes;Fiber optic;Two year;Yes;Automatic; 93,30;6398,05;0;2014-08-16;1
Yes;Yes;25;Yes;Fiber optic;Month-to-month;Yes;Automatic; 89,15;2257,75;1;2018-03-28;0
Yes;No;58;Yes;Fiber optic;One year;Yes;Electronic check;108,85;6287,25;1;2015-07-12;1
Yes;Yes;35;No;DSL;Two year;Yes;Automatic; 46,35;1662,05;0;2017-06-01;0
No;No;16;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 84,75;1350,15;1;2018-12-23;1
Yes;Yes;45;Yes;DSL;One year;No;Automatic; 78,75;3600,65;0;2016-08-05;0
No;No;17;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 83,55;1329,15;0;2018-11-23;1
Yes;Yes; 1;Yes;DSL;Month-to-month;Yes;Electronic check; 45,70;  45,70;1;2020-03-17;1
No;No;22;Yes;No;One year;No;Mailed check; 19,60; 422,50;0;2018-06-26;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 69,95;  69,95;1;2020-03-17;1
Yes;Yes;67;Yes;DSL;Two year;No;Mailed check; 67,85;4627,65;0;2014-10-15;0
Yes;Yes;67;Yes;Fiber optic;Two year;Yes;Automatic;105,65;6717,90;0;2014-10-15;1
Yes;No; 2;No;DSL;Month-to-month;No;Electronic check; 44,60;  97,10;1;2020-02-16;1
No;No;23;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,95;1710,45;1;2018-05-27;0
No;No; 9;Yes;Fiber optic;Month-to-month;No;Automatic; 75,50; 637,40;0;2019-07-21;1
No;No; 5;Yes;No;Month-to-month;No;Mailed check; 20,15; 117,95;0;2019-11-18;1
No;No;54;No;DSL;Two year;No;Automatic; 45,20;2460,55;0;2015-11-09;0
No;No;57;Yes;Fiber optic;Two year;Yes;Electronic check; 95,25;5464,65;1;2015-08-11;0
No;No;24;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 89,85;2165,05;1;2018-04-27;0
Yes;Yes;49;Yes;Fiber optic;One year;No;Mailed check;100,45;4941,80;1;2016-04-07;1
No;No; 5;Yes;DSL;Month-to-month;No;Electronic check; 47,15; 223,15;1;2019-11-18;0
No;No; 2;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 80,20; 181,10;1;2020-02-16;1
No;Yes; 4;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 87,10; 341,45;1;2019-12-18;0
Yes;Yes;70;Yes;DSL;Two year;Yes;Automatic; 79,25;5731,85;0;2014-07-17;1
No;No; 5;Yes;Fiber optic;Month-to-month;Yes;Automatic; 75,90; 357,75;1;2019-11-18;1
Yes;Yes;53;Yes;DSL;Month-to-month;No;Electronic check; 85,70;4616,10;0;2015-12-09;1
Yes;No;47;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 98,75;4533,70;1;2016-06-06;1
No;Yes;31;Yes;No;One year;No;Automatic; 20,10; 589,25;0;2017-09-29;0
Yes;Yes;13;Yes;DSL;Month-to-month;No;Automatic; 61,80; 750,10;0;2019-03-23;1
Yes;Yes;28;Yes;DSL;Month-to-month;No;Mailed check; 49,90;1410,25;0;2017-12-28;0
No;No;10;Yes;Fiber optic;Month-to-month;No;Electronic check; 86,45; 830,85;1;2019-06-21;0
Yes;No;38;Yes;No;Two year;No;Automatic; 20,40; 743,50;0;2017-03-03;0
No;No; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 45,30;  45,30;1;2020-03-17;0
Yes;No;67;Yes;Fiber optic;One year;No;Electronic check;104,10;7040,85;1;2014-10-15;1
Yes;No;52;Yes;DSL;One year;Yes;Mailed check; 75,40;3865,45;0;2016-01-08;0
Yes;Yes;62;Yes;Fiber optic;Two year;No;Mailed check;108,15;6825,65;0;2015-03-14;1
No;No;16;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 86,25;1340,10;0;2018-12-23;1
Yes;No; 5;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 81,00; 371,65;1;2019-11-18;0
No;No;12;Yes;Fiber optic;One year;No;Electronic check; 95,70;1184,00;0;2019-04-22;1
Yes;Yes;72;Yes;Fiber optic;Two year;Yes;Automatic;116,85;8477,70;0;2014-05-18;1
No;No;71;Yes;Fiber optic;One year;No;Automatic;105,75;7382,85;0;2014-06-17;1
Yes;No;24;Yes;No;One year;No;Mailed check; 20,15; 456,85;0;2018-04-27;1
No;No;15;Yes;No;Two year;No;Mailed check; 19,60; 331,60;0;2019-01-22;1
Yes;No;67;Yes;Fiber optic;One year;Yes;Automatic; 90,60;6056,15;1;2014-10-15;1
No;Yes; 2;Yes;DSL;Month-to-month;No;Automatic; 60,95; 134,60;0;2020-02-16;1
Yes;Yes; 5;No;DSL;Month-to-month;No;Mailed check; 25,05; 125,50;0;2019-11-18;1
Yes;No;15;Yes;Fiber optic;Month-to-month;No;Electronic check; 88,15;1390,60;1;2019-01-22;0
No;No; 1;Yes;No;Month-to-month;Yes;Mailed check; 20,20;  20,20;1;2020-03-17;1
Yes;Yes;41;Yes;DSL;One year;Yes;Automatic; 60,30;2511,30;0;2016-12-03;1
No;Yes;43;Yes;DSL;Month-to-month;Yes;Electronic check; 63,95;2737,05;0;2016-10-04;0
Yes;No; 1;Yes;Fiber optic;Month-to-month;No;Electronic check; 74,30;  74,30;0;2020-03-17;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 70,60;  70,60;0;2020-03-17;0
Yes;Yes;26;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 90,80;2361,80;1;2018-02-26;1
No;No;22;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,35;1730,35;1;2018-06-26;0
Yes;No;71;Yes;DSL;Two year;No;Automatic; 90,55;6404,00;0;2014-06-17;0
No;No; 7;Yes;No;Two year;No;Mailed check; 19,45; 165,35;0;2019-09-19;1
No;No;28;Yes;DSL;Month-to-month;No;Automatic; 64,45;1867,60;0;2017-12-28;0
No;No;16;Yes;Fiber optic;Month-to-month;No;Electronic check; 69,65;1043,30;0;2018-12-23;1
No;No; 7;Yes;No;One year;No;Mailed check; 19,50; 128,60;0;2019-09-19;1
No;No;69;Yes;Fiber optic;Two year;Yes;Automatic;110,50;7455,45;0;2014-08-16;1
No;Yes; 1;No;DSL;Month-to-month;No;Mailed check; 24,70;  24,70;0;2020-03-17;0
No;No; 3;Yes;DSL;Month-to-month;Yes;Electronic check; 77,40; 206,15;0;2020-01-17;0
No;No;21;Yes;Fiber optic;Month-to-month;Yes;Automatic; 96,80;2030,30;1;2018-07-26;0
Yes;No;69;Yes;Fiber optic;Month-to-month;Yes;Automatic; 85,40;5869,40;0;2014-08-16;0
Yes;No;71;No;DSL;Two year;Yes;Automatic; 47,60;3377,80;0;2014-06-17;0
Yes;Yes;69;Yes;No;Two year;No;Mailed check; 19,40;1346,20;0;2014-08-16;1
No;No;48;Yes;Fiber optic;Month-to-month;Yes;Electronic check;103,85;4946,05;0;2016-05-07;0
Yes;No;47;Yes;Fiber optic;Month-to-month;Yes;Automatic; 83,35;4065,00;1;2016-06-06;1
No;No; 2;Yes;DSL;Month-to-month;Yes;Electronic check; 49,40; 106,55;1;2020-02-16;0
No;No;45;Yes;Fiber optic;Month-to-month;Yes;Automatic;108,45;4964,70;0;2016-08-05;1
No;No;51;Yes;Fiber optic;Month-to-month;No;Automatic; 81,00;4085,75;0;2016-02-07;1
Yes;No;22;Yes;DSL;Month-to-month;Yes;Electronic check; 79,20;1742,75;1;2018-06-26;1
No;No;72;Yes;DSL;Two year;No;Automatic; 86,65;6224,80;0;2014-05-18;1
Yes;Yes;37;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 92,95;3415,25;0;2017-04-02;1
Yes;Yes;71;Yes;DSL;Two year;No;Electronic check; 90,35;6325,25;0;2014-06-17;0
Yes;Yes; 7;Yes;DSL;Month-to-month;No;Electronic check; 48,70; 340,25;1;2019-09-19;0
No;No;66;Yes;No;Two year;Yes;Automatic; 25,15;1683,60;0;2014-11-14;0
Yes;Yes;51;Yes;DSL;One year;Yes;Automatic; 76,40;3966,30;0;2016-02-07;1
Yes;Yes;30;Yes;No;One year;No;Automatic; 19,55; 608,50;0;2017-10-29;0
No;No;34;Yes;Fiber optic;Month-to-month;No;Electronic check; 85,35;2896,60;0;2017-07-01;0
Yes;Yes;64;Yes;No;Two year;Yes;Mailed check; 24,80;1514,85;0;2015-01-13;1
Yes;No;65;Yes;Fiber optic;One year;Yes;Automatic;103,15;6792,45;0;2014-12-14;1
No;No;47;Yes;Fiber optic;Month-to-month;No;Mailed check;100,75;4669,20;0;2016-06-06;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 95,60;  95,60;1;2020-03-17;0
No;No;49;Yes;DSL;Month-to-month;Yes;Automatic; 59,75;2934,30;1;2016-04-07;0
Yes;Yes;67;Yes;Fiber optic;Two year;No;Automatic; 94,10;6302,80;0;2014-10-15;0
No;Yes;39;Yes;No;One year;No;Automatic; 19,35; 779,20;0;2017-02-01;0
No;No;14;Yes;No;Month-to-month;No;Mailed check; 19,90; 283,75;0;2019-02-21;0
No;No;43;Yes;Fiber optic;Month-to-month;Yes;Automatic;108,15;4600,70;1;2016-10-04;1
No;No;56;Yes;Fiber optic;Month-to-month;Yes;Electronic check;101,05;5594,00;0;2015-09-10;1
No;No;14;Yes;DSL;One year;No;Automatic; 59,10; 772,85;0;2019-02-21;0
No;No; 1;Yes;Fiber optic;Month-to-month;No;Electronic check; 71,35;  71,35;1;2020-03-17;1
Yes;Yes;16;Yes;DSL;One year;Yes;Mailed check; 55,85; 857,80;0;2018-12-23;1
Yes;Yes;70;Yes;Fiber optic;Month-to-month;Yes;Electronic check;106,05;7554,05;0;2014-07-17;0
Yes;No;72;Yes;DSL;Two year;Yes;Automatic; 84,10;5981,65;0;2014-05-18;1
Yes;Yes;23;Yes;Fiber optic;Month-to-month;Yes;Automatic; 75,30;1702,90;0;2018-05-27;1
No;Yes;21;Yes;No;Month-to-month;No;Mailed check; 24,70; 467,15;0;2018-07-26;0
No;No; 1;Yes;No;Month-to-month;Yes;Mailed check; 20,15;  20,15;1;2020-03-17;0
No;Yes; 1;Yes;Fiber optic;Month-to-month;No;Automatic; 69,75;  69,75;1;2020-03-17;0
Yes;No;32;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 93,20;2931,00;1;2017-08-30;1
Yes;Yes;17;Yes;Fiber optic;Month-to-month;No;Electronic check; 80,85;1400,85;1;2018-11-23;0
No;No; 4;No;DSL;Month-to-month;Yes;Electronic check; 33,65; 137,85;1;2019-12-18;1
No;No;36;Yes;DSL;One year;No;Electronic check; 55,80;1941,50;0;2017-05-02;0
No;No;50;No;DSL;Two year;No;Automatic; 39,70;1932,75;0;2016-03-08;1
Yes;Yes;48;No;DSL;Month-to-month;Yes;Automatic; 29,50;1423,05;0;2016-05-07;1
No;Yes;50;Yes;No;Two year;No;Automatic; 20,15; 970,85;0;2016-03-08;1
Yes;No;72;Yes;DSL;Two year;No;Automatic; 79,55;5810,90;0;2014-05-18;1
No;Yes;10;Yes;No;Month-to-month;No;Automatic; 24,80; 223,90;0;2019-06-21;1
No;No;18;Yes;No;Month-to-month;No;Mailed check; 19,65; 391,70;0;2018-10-24;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,95;  79,95;1;2020-03-17;0
No;No; 1;Yes;No;Month-to-month;No;Electronic check; 19,30;  19,30;1;2020-03-17;1
No;No; 9;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,05; 811,65;0;2019-07-21;1
No;No; 2;Yes;Fiber optic;Month-to-month;No;Mailed check; 90,75; 174,75;0;2020-02-16;0
Yes;No;40;Yes;Fiber optic;Month-to-month;Yes;Automatic; 78,85;3126,85;0;2017-01-02;0
Yes;No;69;Yes;Fiber optic;One year;No;Automatic; 99,50;6841,45;0;2014-08-16;1
Yes;No;37;Yes;Fiber optic;One year;Yes;Electronic check; 99,20;3754,60;1;2017-04-02;1
No;Yes;18;Yes;Fiber optic;Month-to-month;Yes;Automatic; 80,55;1406,65;0;2018-10-24;0
Yes;No;11;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 70,20; 834,70;0;2019-05-22;0
Yes;No; 8;Yes;Fiber optic;Month-to-month;Yes;Automatic; 85,20; 627,40;1;2019-08-20;1
No;No; 3;Yes;Fiber optic;Month-to-month;No;Electronic check; 75,25; 242,00;1;2020-01-17;0
Yes;Yes;55;Yes;DSL;One year;No;Automatic; 59,45;3157,00;0;2015-10-10;1
Yes;No;33;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 93,35;3092,00;0;2017-07-31;1
No;No;46;Yes;DSL;Month-to-month;No;Automatic; 44,95;2168,90;0;2016-07-06;1
No;No;34;Yes;No;Two year;No;Automatic; 26,10; 980,35;0;2017-07-01;1
No;No; 3;Yes;No;Month-to-month;No;Electronic check; 20,20;  65,95;0;2020-01-17;0
Yes;Yes;30;Yes;No;Two year;No;Mailed check; 21,25; 711,90;0;2017-10-29;0
No;No;33;Yes;DSL;One year;No;Electronic check; 59,40;1952,80;0;2017-07-31;0
Yes;Yes;45;Yes;Fiber optic;One year;Yes;Automatic; 95,00;4368,85;0;2016-08-05;0
No;No;40;Yes;DSL;Month-to-month;Yes;Mailed check; 61,90;2647,10;0;2017-01-02;1
No;No;71;Yes;Fiber optic;Two year;Yes;Electronic check;118,65;8477,60;0;2014-06-17;1
No;No; 1;Yes;DSL;Month-to-month;No;Electronic check; 54,35;  54,35;1;2020-03-17;0
Yes;Yes;72;No;DSL;Two year;No;Automatic; 64,45;4528,00;0;2014-05-18;1
Yes;Yes;22;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 80,15;1790,65;0;2018-06-26;1
Yes;Yes;46;Yes;No;One year;Yes;Automatic; 20,20; 845,60;0;2016-07-06;1
Yes;Yes;55;Yes;No;Two year;No;Mailed check; 21,00;1210,30;0;2015-10-10;1
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,45;  20,45;0;2020-03-17;1
No;No;12;Yes;DSL;One year;Yes;Mailed check; 75,85; 854,45;0;2019-04-22;1
No;No;31;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 80,45;2429,10;0;2017-09-29;1
Yes;No; 5;No;DSL;Month-to-month;Yes;Electronic check; 24,95; 100,40;1;2019-11-18;1
Yes;Yes;67;Yes;DSL;Two year;Yes;Electronic check; 75,50;5229,45;0;2014-10-15;1
No;No; 1;Yes;DSL;Month-to-month;No;Mailed check; 44,45;  44,45;0;2020-03-17;1
Yes;No;40;No;DSL;One year;Yes;Electronic check; 42,35;1716,45;1;2017-01-02;1
Yes;Yes;41;Yes;DSL;Month-to-month;Yes;Automatic; 74,55;3023,55;0;2016-12-03;1
